Date,Timestamp,currentCondition,Event,WorldID,FishID,TotalFishCaught,BubbleNumber,KeyCode,CorrectKey,KeyExpected,TimeSinceLastKey,SequenceCompleteTime,CorrectSequencesEntered,SequencesFailed,CorrectSequencesDiscarded,TotalAttemptsInBubble,GotFish,InstantFrustration,GlobalFrustration
2020-05-19,13:18:36.6540,Continuous,KeyDown,1,1,2,4,e,Failed,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,13:18:36.8888,Continuous,KeyDown,1,1,2,4,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,13:18:37.0883,Continuous,KeyDown,1,1,2,4,r,Correct,R,0,2001844,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,13:18:37.2554,Continuous,KeyDown,1,1,2,4,w,Correct,W,0,1669963,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,13:18:37.4724,Continuous,KeyDown,1,1,2,4,e,Correct,E,0,2169554,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,13:18:37.4724,Continuous,Sequence Success,1,1,2,4,NA,NA,NA,NA,0,5841361,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,13:18:37.7068,Continuous,KeyDown,1,1,2,4,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,13:18:37.8893,Continuous,KeyDown,1,1,2,4,r,Correct,R,0,183474,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,13:18:38.1233,Continuous,KeyDown,1,1,2,4,w,Correct,W,0,2338766,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,13:18:38.3064,Continuous,KeyDown,1,1,2,4,e,Correct,E,0,1832576,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,13:18:38.3064,Continuous,Sequence Success,1,1,2,4,NA,NA,NA,NA,0,6006082,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,13:18:38.5404,Continuous,KeyDown,1,1,2,4,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,13:18:38.7235,Continuous,KeyDown,1,1,2,4,r,Correct,R,0,1836023,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,13:18:38.9074,Continuous,KeyDown,1,1,2,4,w,Correct,W,0,183476,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,13:18:39.1073,Continuous,KeyDown,1,1,2,4,e,Correct,E,0,2004142,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,13:18:39.1082,Continuous,Sequence Success,1,1,2,4,NA,NA,NA,NA,0,5674924,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,13:18:39.3576,Continuous,KeyDown,1,1,2,4,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
