Date,Timestamp,currentCondition,Event,WorldID,FishID,TotalFishCaught,BubbleNumber,KeyCode,CorrectKey,KeyExpected,TimeSinceLastKey,SequenceCompleteTime,CorrectSequencesEntered,SequencesFailed,CorrectSequencesDiscarded,TotalAttemptsInBubble,GotFish,InstantFrustration,GlobalFrustration
2020-05-19,15:25:47.4274,Continuous,KeyDown,3,4,10,16,e,Correct,E,0,09716636,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:25:47.4274,Continuous,Sequence Success,3,4,10,16,NA,NA,NA,NA,0,3751211,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:25:47.6841,Continuous,KeyDown,3,4,10,16,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:25:47.7470,Continuous,KeyDown,3,4,10,16,r,Correct,R,0,0624038,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:25:47.9546,Continuous,KeyDown,3,4,10,16,w,Correct,W,0,2083958,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:25:48.0522,Continuous,KeyDown,3,4,10,16,e,Correct,E,0,09716725,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:25:48.0522,Continuous,Sequence Success,3,4,10,16,NA,NA,NA,NA,0,3679669,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:25:48.3373,Continuous,KeyDown,3,4,10,16,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:25:48.3921,Continuous,KeyDown,3,4,10,16,r,Correct,R,0,0555439,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:25:48.6359,Continuous,KeyDown,3,4,10,16,w,Correct,W,0,243016,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:25:48.7124,Continuous,KeyDown,3,4,10,16,e,Correct,E,0,07647237,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:25:48.7124,Continuous,Sequence Success,3,4,10,16,NA,NA,NA,NA,0,3750322,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:25:48.9763,Continuous,KeyDown,3,4,10,16,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:25:49.0454,Continuous,KeyDown,3,4,10,16,r,Correct,R,0,06932139,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:25:49.2741,Continuous,KeyDown,3,4,10,16,w,Correct,W,0,2290971,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:25:49.3651,Continuous,KeyDown,3,4,10,16,e,Correct,E,0,09035212,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:25:49.3651,Continuous,Sequence Success,3,4,10,16,NA,NA,NA,NA,0,3887706,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:25:49.6224,Continuous,KeyDown,3,4,10,16,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:25:49.6771,Continuous,KeyDown,3,4,10,16,r,Correct,R,0,0555814,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:25:49.9200,Continuous,KeyDown,3,4,10,16,w,Correct,W,0,2431621,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:25:50.0043,Continuous,KeyDown,3,4,10,16,e,Correct,E,0,08315617,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:25:50.0043,Continuous,Sequence Success,3,4,10,16,NA,NA,NA,NA,0,3818997,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:25:50.2750,Continuous,KeyDown,3,4,10,16,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:25:50.3582,Continuous,KeyDown,3,4,10,16,r,Correct,R,0,0833834,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:25:50.6157,Continuous,KeyDown,3,4,10,16,w,Correct,W,0,2569125,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:25:50.6917,Continuous,KeyDown,3,4,10,16,e,Correct,E,0,07646009,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:25:50.6917,Continuous,Sequence Success,3,4,10,16,NA,NA,NA,NA,0,4167559,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:25:50.9557,Continuous,KeyDown,3,4,10,16,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:25:51.0257,Continuous,KeyDown,3,4,10,16,r,Correct,R,0,0692406,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:25:51.2893,Continuous,KeyDown,3,4,10,16,w,Correct,W,0,2638285,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:25:51.3582,Continuous,KeyDown,3,4,10,16,e,Correct,E,0,06946194,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:25:51.3582,Continuous,Sequence Success,3,4,10,16,NA,NA,NA,NA,0,402531,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:25:51.7682,Continuous,InputWindowOver,3,4,10,16,NA,NA,NA,NA,NA,9,0,3,9,Fish Escaped,NA,NA,
2020-05-19,15:26:12.2071,Continuous,KeyDown,3,4,10,17,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:26:12.2621,Continuous,KeyDown,3,4,10,17,r,Correct,R,0,0553524,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:26:12.4713,Continuous,KeyDown,3,4,10,17,w,Correct,W,0,208338,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:26:12.5820,Continuous,KeyDown,3,4,10,17,e,Correct,E,0,1111056,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:26:12.5820,Continuous,Sequence Success,3,4,10,17,NA,NA,NA,NA,0,374796,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:26:12.8043,Continuous,KeyDown,3,4,10,17,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:26:12.8520,Continuous,KeyDown,3,4,10,17,r,Correct,R,0,048655,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:26:13.0607,Continuous,KeyDown,3,4,10,17,w,Correct,W,0,2083581,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:26:13.1511,Continuous,KeyDown,3,4,10,17,e,Correct,E,0,09035966,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:26:13.1511,Continuous,Sequence Success,3,4,10,17,NA,NA,NA,NA,0,3473727,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:26:13.3946,Continuous,KeyDown,3,4,10,17,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:26:13.4226,Continuous,KeyDown,3,4,10,17,r,Correct,R,0,0279902,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:26:13.6580,Continuous,KeyDown,3,4,10,17,w,Correct,W,0,2354843,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:26:13.7546,Continuous,KeyDown,3,4,10,17,e,Correct,E,0,09747043,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:26:13.7546,Continuous,Sequence Success,3,4,10,17,NA,NA,NA,NA,0,3609449,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:26:13.9981,Continuous,KeyDown,3,4,10,17,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:26:14.0329,Continuous,KeyDown,3,4,10,17,r,Correct,R,0,0346362,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:26:14.2484,Continuous,KeyDown,3,4,10,17,w,Correct,W,0,2152617,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:26:14.3251,Continuous,KeyDown,3,4,10,17,e,Correct,E,0,07644683,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:26:14.3251,Continuous,Sequence Success,3,4,10,17,NA,NA,NA,NA,0,3263447,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:26:14.5608,Continuous,KeyDown,3,4,10,17,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:26:14.6020,Continuous,KeyDown,3,4,10,17,r,Correct,R,0,0416328,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:26:14.8383,Continuous,KeyDown,3,4,10,17,w,Correct,W,0,2362169,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:26:14.9008,Continuous,KeyDown,3,4,10,17,e,Correct,E,0,06248251,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:26:14.9008,Continuous,Sequence Success,3,4,10,17,NA,NA,NA,NA,0,3403322,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:26:15.1586,Continuous,KeyDown,3,4,10,17,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:26:15.2070,Continuous,KeyDown,3,4,10,17,r,Correct,R,0,0486722,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:26:15.4214,Continuous,KeyDown,3,4,10,17,w,Correct,W,0,2152416,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:26:15.5058,Continuous,KeyDown,3,4,10,17,e,Correct,E,0,08334351,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:26:15.5058,Continuous,Sequence Success,3,4,10,17,NA,NA,NA,NA,0,3472573,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:26:15.7484,Continuous,KeyDown,3,4,10,17,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:26:15.7905,Continuous,KeyDown,3,4,10,17,r,Correct,R,0,0416875,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:26:16.0123,Continuous,KeyDown,3,4,10,17,w,Correct,W,0,2221767,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:26:16.0955,Continuous,KeyDown,3,4,10,17,e,Correct,E,0,08345652,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:26:16.0955,Continuous,Sequence Success,3,4,10,17,NA,NA,NA,NA,0,3473207,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:26:16.3457,Continuous,KeyDown,3,4,10,17,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:26:16.4214,Continuous,KeyDown,3,4,10,17,r,Correct,R,0,07641111,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:26:16.6303,Continuous,KeyDown,3,4,10,17,w,Correct,W,0,208359,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:26:16.7210,Continuous,KeyDown,3,4,10,17,e,Correct,E,0,09031776,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:26:16.7210,Continuous,Sequence Success,3,4,10,17,NA,NA,NA,NA,0,3750879,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:26:16.9846,Continuous,KeyDown,3,4,10,17,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:26:17.0476,Continuous,KeyDown,3,4,10,17,r,Correct,R,0,06239111,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:26:17.2693,Continuous,KeyDown,3,4,10,17,w,Correct,W,0,2222641,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:26:17.3523,Continuous,KeyDown,3,4,10,17,e,Correct,E,0,08324757,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:26:17.3523,Continuous,Sequence Success,3,4,10,17,NA,NA,NA,NA,0,3679028,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:26:17.5958,Continuous,KeyDown,3,4,10,17,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:26:17.6586,Continuous,KeyDown,3,4,10,17,r,Correct,R,0,0626582,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:26:17.9013,Continuous,KeyDown,3,4,10,17,w,Correct,W,0,2430129,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:26:17.9145,Continuous,KeyDown,3,4,10,17,q,Failed,E,0,01378509,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:26:17.9145,Continuous,Sequence Failed,3,4,10,17,NA,NA,NA,NA,0,3194562,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:26:17.9635,Continuous,KeyDown,3,4,10,17,e,Failed,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:26:18.0675,Continuous,InputWindowOver,3,4,11,17,NA,NA,NA,NA,NA,9,1,2,10,Got Fish,NA,NA,
2020-05-19,15:26:43.8685,Continuous,KeyDown,3,4,11,18,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:26:43.9455,Continuous,KeyDown,3,4,11,18,r,Correct,R,0,0764324,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:26:44.1391,Continuous,KeyDown,3,4,11,18,w,Correct,W,0,1944867,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:26:44.2430,Continuous,KeyDown,3,4,11,18,e,Correct,E,0,1042252,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:26:44.2430,Continuous,Sequence Success,3,4,11,18,NA,NA,NA,NA,0,3751443,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:26:44.4724,Continuous,KeyDown,3,4,11,18,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:26:44.5286,Continuous,KeyDown,3,4,11,18,r,Correct,R,0,0556673,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:26:44.7427,Continuous,KeyDown,3,4,11,18,w,Correct,W,0,2151629,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:26:44.8404,Continuous,KeyDown,3,4,11,18,e,Correct,E,0,0973061,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:26:44.8404,Continuous,Sequence Success,3,4,11,18,NA,NA,NA,NA,0,3681363,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:26:45.0831,Continuous,KeyDown,3,4,11,18,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:26:45.1321,Continuous,KeyDown,3,4,11,18,r,Correct,R,0,048439,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:26:45.3745,Continuous,KeyDown,3,4,11,18,w,Correct,W,0,2432278,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:26:45.4593,Continuous,KeyDown,3,4,11,18,e,Correct,E,0,08321258,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:26:45.4593,Continuous,Sequence Success,3,4,11,18,NA,NA,NA,NA,0,3748794,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:26:45.7293,Continuous,KeyDown,3,4,11,18,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:26:45.7853,Continuous,KeyDown,3,4,11,18,r,Correct,R,0,0555768,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:26:46.0352,Continuous,KeyDown,3,4,11,18,w,Correct,W,0,2501783,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:26:46.1174,Continuous,KeyDown,3,4,11,18,e,Correct,E,0,0829322,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:26:46.1174,Continuous,Sequence Success,3,4,11,18,NA,NA,NA,NA,0,3886873,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:26:46.4381,Continuous,KeyDown,3,4,11,18,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:26:46.5133,Continuous,KeyDown,3,4,11,18,r,Correct,R,0,0758798,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:26:46.7297,Continuous,KeyDown,3,4,11,18,w,Correct,W,0,2154198,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:26:46.8197,Continuous,KeyDown,3,4,11,18,e,Correct,E,0,09083915,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:26:46.8197,Continuous,Sequence Success,3,4,11,18,NA,NA,NA,NA,0,3821388,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:26:47.0968,Continuous,KeyDown,3,4,11,18,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:26:47.1671,Continuous,KeyDown,3,4,11,18,r,Correct,R,0,0697975,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:26:47.4106,Continuous,KeyDown,3,4,11,18,w,Correct,W,0,2427687,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:26:47.5072,Continuous,KeyDown,3,4,11,18,e,Correct,E,0,09722459,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:26:47.5072,Continuous,Sequence Success,3,4,11,18,NA,NA,NA,NA,0,4097908,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:26:47.7709,Continuous,KeyDown,3,4,11,18,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:26:47.8330,Continuous,KeyDown,3,4,11,18,r,Correct,R,0,0625933,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:26:48.0836,Continuous,KeyDown,3,4,11,18,w,Correct,W,0,2499325,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:26:48.1606,Continuous,KeyDown,3,4,11,18,e,Correct,E,0,07647327,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:26:48.1606,Continuous,Sequence Success,3,4,11,18,NA,NA,NA,NA,0,3889991,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:26:48.5286,Continuous,KeyDown,3,4,11,18,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:26:48.5762,Continuous,KeyDown,3,4,11,18,r,Correct,R,0,0485388,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:26:48.8823,Continuous,KeyDown,3,4,11,18,w,Correct,W,0,3055267,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:26:48.9663,Continuous,KeyDown,3,4,11,18,e,Correct,E,0,0833753,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:26:48.9663,Continuous,Sequence Success,3,4,11,18,NA,NA,NA,NA,0,4374408,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:26:49.7507,Continuous,InputWindowOver,3,4,11,18,NA,NA,NA,NA,NA,8,0,1,8,Fish Escaped,NA,NA,
2020-05-19,15:27:12.1543,Continuous,KeyDown,3,4,11,19,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:27:12.2164,Continuous,KeyDown,3,4,11,19,r,Correct,R,0,0624818,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:27:12.4181,Continuous,KeyDown,3,4,11,19,w,Correct,W,0,2012996,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:27:12.5366,Continuous,KeyDown,3,4,11,19,e,Correct,E,0,1180322,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:27:12.5366,Continuous,Sequence Success,3,4,11,19,NA,NA,NA,NA,0,3818136,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:27:12.7653,Continuous,KeyDown,3,4,11,19,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:27:12.8207,Continuous,KeyDown,3,4,11,19,r,Correct,R,0,05549449,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:27:13.0433,Continuous,KeyDown,3,4,11,19,w,Correct,W,0,222153,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:27:13.1330,Continuous,KeyDown,3,4,11,19,e,Correct,E,0,09035015,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:27:13.1330,Continuous,Sequence Success,3,4,11,19,NA,NA,NA,NA,0,3679976,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:27:13.3764,Continuous,KeyDown,3,4,11,19,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:27:13.4525,Continuous,KeyDown,3,4,11,19,r,Correct,R,0,07619829,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:27:13.6898,Continuous,KeyDown,3,4,11,19,w,Correct,W,0,2362358,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:27:13.7866,Continuous,KeyDown,3,4,11,19,e,Correct,E,0,09712642,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:27:13.7866,Continuous,Sequence Success,3,4,11,19,NA,NA,NA,NA,0,4095605,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:27:14.0437,Continuous,KeyDown,3,4,11,19,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:27:14.1131,Continuous,KeyDown,3,4,11,19,r,Correct,R,0,0693648,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:27:14.3352,Continuous,KeyDown,3,4,11,19,w,Correct,W,0,2221843,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:27:14.4392,Continuous,KeyDown,3,4,11,19,e,Correct,E,0,1042516,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:27:14.4392,Continuous,Sequence Success,3,4,11,19,NA,NA,NA,NA,0,3958007,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:27:14.6688,Continuous,KeyDown,3,4,11,19,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:27:14.7799,Continuous,KeyDown,3,4,11,19,r,Correct,R,0,1111361,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:27:15.4393,Continuous,KeyDown,3,4,11,19,t,Correct,W,0,6599628,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:27:15.5154,Continuous,KeyDown,3,4,11,19,r,Correct,R,0,07618415,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:27:15.7311,Continuous,KeyDown,3,4,11,19,w,Correct,W,0,2153261,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:27:15.8004,Continuous,KeyDown,3,4,11,19,e,Correct,E,0,06949627,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:27:15.8004,Continuous,Sequence Success,3,4,11,19,NA,NA,NA,NA,1,132105,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:27:16.1061,Continuous,KeyDown,3,4,11,19,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:27:16.1821,Continuous,KeyDown,3,4,11,19,r,Correct,R,0,0763262,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:27:16.4184,Continuous,KeyDown,3,4,11,19,w,Correct,W,0,2360212,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:27:16.5013,Continuous,KeyDown,3,4,11,19,e,Correct,E,0,0834673,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:27:16.5013,Continuous,Sequence Success,3,4,11,19,NA,NA,NA,NA,0,3958147,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:27:16.7799,Continuous,KeyDown,3,4,11,19,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:27:16.8627,Continuous,KeyDown,3,4,11,19,r,Correct,R,0,08318529,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:27:17.1691,Continuous,KeyDown,3,4,11,19,w,Correct,W,0,3056965,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:27:17.2722,Continuous,KeyDown,3,4,11,19,e,Correct,E,0,1039942,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:27:17.2722,Continuous,Sequence Success,3,4,11,19,NA,NA,NA,NA,0,4928761,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:27:18.2314,Continuous,InputWindowOver,3,4,11,19,NA,NA,NA,NA,NA,7,0,3,7,Fish Escaped,NA,NA,
2020-05-19,15:27:40.3011,Continuous,KeyDown,3,4,11,20,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:27:40.3567,Continuous,KeyDown,3,4,11,20,r,Correct,R,0,0557079,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:27:40.5724,Continuous,KeyDown,3,4,11,20,w,Correct,W,0,2151967,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:27:40.6492,Continuous,KeyDown,3,4,11,20,e,Correct,E,0,07637057,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:27:40.6492,Continuous,Sequence Success,3,4,11,20,NA,NA,NA,NA,0,3472752,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:27:40.8912,Continuous,KeyDown,3,4,11,20,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:27:40.9548,Continuous,KeyDown,3,4,11,20,r,Correct,R,0,0630166,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:27:41.1832,Continuous,KeyDown,3,4,11,20,w,Correct,W,0,2292652,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:27:41.2743,Continuous,KeyDown,3,4,11,20,e,Correct,E,0,09008917,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:27:41.2743,Continuous,Sequence Success,3,4,11,20,NA,NA,NA,NA,0,382371,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:27:41.5453,Continuous,KeyDown,3,4,11,20,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:27:41.5999,Continuous,KeyDown,3,4,11,20,r,Correct,R,0,0555522,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:27:41.8638,Continuous,KeyDown,3,4,11,20,w,Correct,W,0,2638912,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:27:41.9481,Continuous,KeyDown,3,4,11,20,e,Correct,E,0,08333874,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:27:41.9481,Continuous,Sequence Success,3,4,11,20,NA,NA,NA,NA,0,4027821,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:27:42.2181,Continuous,KeyDown,3,4,11,20,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:27:42.2813,Continuous,KeyDown,3,4,11,20,r,Correct,R,0,0623802,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:27:42.5315,Continuous,KeyDown,3,4,11,20,w,Correct,W,0,2502335,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:27:42.6284,Continuous,KeyDown,3,4,11,20,e,Correct,E,0,09711665,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:27:42.6284,Continuous,Sequence Success,3,4,11,20,NA,NA,NA,NA,0,4097303,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:27:42.9411,Continuous,KeyDown,3,4,11,20,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:27:43.0241,Continuous,KeyDown,3,4,11,20,r,Correct,R,0,08335181,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:27:43.2676,Continuous,KeyDown,3,4,11,20,w,Correct,W,0,2430548,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:27:43.3437,Continuous,KeyDown,3,4,11,20,e,Correct,E,0,07648578,NA,NA,NA,NA,NA,NA,NA,NA,
