Date,Timestamp,currentCondition,Event,WorldID,FishID,TotalFishCaught,BubbleNumber,KeyCode,CorrectKey,KeyExpected,TimeSinceLastKey,SequenceCompleteTime,CorrectSequencesEntered,SequencesFailed,CorrectSequencesDiscarded,TotalAttemptsInBubble,GotFish,InstantFrustration,PerceivedControl
2020-06-12,14:32:06.7243,Discrete,Sequence Success,3,4,11,19,NA,NA,NA,NA,0.3376509,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:32:07.2811,Discrete,KeyDown,3,4,11,19,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:32:07.3761,Discrete,KeyDown,3,4,11,19,r,Correct,R,0.0951404,NA,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:32:07.5220,Discrete,KeyDown,3,4,11,19,w,Correct,W,0.144361,NA,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:32:07.6110,Discrete,KeyDown,3,4,11,19,e,Correct,E,0.08937959,NA,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:32:07.6110,Discrete,Sequence Success,3,4,11,19,NA,NA,NA,NA,0.328881,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:32:08.1268,Discrete,KeyDown,3,4,11,19,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:32:08.2218,Discrete,KeyDown,3,4,11,19,r,Correct,R,0.0951891,NA,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:32:08.3477,Discrete,KeyDown,3,4,11,19,w,Correct,W,0.1268432,NA,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:32:08.4307,Discrete,KeyDown,3,4,11,19,e,Correct,E,0.08218415,NA,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:32:08.4307,Discrete,Sequence Success,3,4,11,19,NA,NA,NA,NA,0.3042165,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:32:09.0281,Discrete,InputWindowOver,3,4,11,19,NA,NA,NA,NA,NA,3,0,3,3,Fish Escaped,NA,NA,
2020-06-12,14:32:30.1849,Discrete,KeyDown,3,4,11,20,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:32:30.2789,Discrete,KeyDown,3,4,11,20,r,Correct,R,0.0943362,NA,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:32:30.4188,Discrete,KeyDown,3,4,11,20,w,Correct,W,0.1398763,NA,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:32:30.5188,Discrete,KeyDown,3,4,11,20,e,Correct,E,0.09960055,NA,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:32:30.5188,Discrete,Sequence Success,3,4,11,20,NA,NA,NA,NA,0.333813,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:32:32.8877,Discrete,InputWindowOver,3,4,12,20,NA,NA,NA,NA,NA,1,0,0,1,Got Fish,NA,NA,
2020-06-12,14:32:39.3826,Discrete,Quest Complete,NA,NA,12,20,NA,NA,NA,NA,NA,12,0,8,12,NA,3,NA,
2020-06-12,14:32:45.3256,Discrete,Quest Complete,NA,NA,12,20,NA,NA,NA,NA,NA,34,3,22,37,NA,9,8,
