Date,Timestamp,currentCondition,Event,WorldID,FishID,TotalFishCaught,BubbleNumber,KeyCode,CorrectKey,KeyExpected,TimeSinceLastKey,SequenceCompleteTime,CorrectSequencesEntered,SequencesFailed,CorrectSequencesDiscarded,TotalAttemptsInBubble,GotFish,InstantFrustration,GlobalFrustration
2020-05-20,13:50:58.3589,,Game Started!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:52:57.5970,Discrete,KeyDown,1,0,0,1,r,Failed,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:59:09.5649,Discrete,InputWindowOver,2,2,7,14,NA,NA,NA,NA,NA,3,1,3,4,Fish Escaped,NA,NA,
2020-05-20,13:59:29.6346,Discrete,KeyDown,2,2,7,15,r,Failed,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:59:29.7740,Discrete,KeyDown,2,2,7,15,w,Failed,T,0,1387857,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:59:30.0105,Discrete,KeyDown,2,2,7,15,e,Failed,T,0,2361701,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:59:30.0105,Discrete,Sequence Failed,2,2,7,15,NA,NA,NA,NA,0,3749557,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:59:30.1979,Discrete,KeyDown,2,2,7,15,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:59:30.4547,Discrete,KeyDown,2,2,7,15,r,Correct,R,0,2569916,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:59:30.5934,Discrete,KeyDown,2,2,7,15,w,Correct,W,0,1386855,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:59:30.8442,Discrete,KeyDown,2,2,7,15,e,Correct,E,0,2500039,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:59:30.8442,Discrete,Sequence Success,2,2,7,15,NA,NA,NA,NA,0,645681,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:59:30.9894,Discrete,KeyDown,2,2,7,15,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:59:31.2602,Discrete,KeyDown,2,2,7,15,r,Correct,R,0,2708926,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:59:31.3862,Discrete,KeyDown,2,2,7,15,w,Correct,W,0,1251417,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:59:32.5866,Discrete,InputWindowOver,2,2,8,15,NA,NA,NA,NA,NA,1,1,0,2,Got Fish,NA,NA,
2020-05-20,13:59:55.3103,Discrete,KeyDown,2,2,8,16,r,Failed,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:59:55.4906,Discrete,KeyDown,2,2,8,16,w,Failed,T,0,1805814,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:59:55.8588,Discrete,KeyDown,2,2,8,16,e,Failed,T,0,3681504,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:59:55.8588,Discrete,Sequence Failed,2,2,8,16,NA,NA,NA,NA,0,5487319,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:59:56.0394,Discrete,KeyDown,2,2,8,16,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:59:56.2747,Discrete,KeyDown,2,2,8,16,r,Correct,R,0,2361384,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:59:56.4420,Discrete,KeyDown,2,2,8,16,w,Correct,W,0,166495,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:59:56.6571,Discrete,KeyDown,2,2,8,16,e,Correct,E,0,215429,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:59:56.6571,Discrete,Sequence Success,2,2,8,16,NA,NA,NA,NA,0,6180624,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:59:58.0252,Discrete,InputWindowOver,2,2,9,16,NA,NA,NA,NA,NA,1,1,0,2,Got Fish,NA,NA,
2020-05-20,14:00:09.8043,Discrete,Frustration Questionnaire,NA,NA,9,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,
2020-05-20,14:00:31.2906,Discrete,KeyDown,2,3,9,17,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,14:00:31.4778,Discrete,KeyDown,2,3,9,17,r,Correct,R,0,1874675,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,14:00:31.6660,Discrete,KeyDown,2,3,9,17,w,Correct,W,0,1875313,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,14:00:31.8600,Discrete,KeyDown,2,3,9,17,e,Correct,E,0,1942081,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,14:00:31.8600,Discrete,Sequence Success,2,3,9,17,NA,NA,NA,NA,0,5692069,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,14:00:32.1795,Discrete,KeyDown,2,3,9,17,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,14:00:32.3479,Discrete,KeyDown,2,3,9,17,r,Correct,R,0,1668654,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,14:00:32.5408,Discrete,KeyDown,2,3,9,17,w,Correct,W,0,1943574,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,14:00:32.5957,Discrete,KeyDown,2,3,9,17,e,Correct,E,0,05540669,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,14:00:32.5957,Discrete,Sequence Success,2,3,9,17,NA,NA,NA,NA,0,4166295,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,14:00:32.9650,Discrete,KeyDown,2,3,9,17,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,14:00:33.1728,Discrete,KeyDown,2,3,9,17,r,Correct,R,0,2081172,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,14:00:33.2768,Discrete,KeyDown,2,3,9,17,w,Correct,W,0,1043137,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,14:00:33.4300,Discrete,KeyDown,2,3,9,17,e,Correct,E,0,1525892,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,14:00:33.4300,Discrete,Sequence Success,2,3,9,17,NA,NA,NA,NA,0,46502,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,14:00:33.7562,Discrete,KeyDown,2,3,9,17,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,14:00:33.9294,Discrete,KeyDown,2,3,9,17,r,Correct,R,0,1733962,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,14:00:34.0206,Discrete,KeyDown,2,3,9,17,w,Correct,W,0,09018981,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,14:00:34.0407,Discrete,Sequence Failed,2,3,9,17,NA,NA,NA,NA,0,28467,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,14:00:34.0407,Discrete,InputWindowOver,2,3,9,17,NA,NA,NA,NA,NA,3,1,3,4,Fish Escaped,NA,NA,
2020-05-20,14:01:02.0906,Discrete,KeyDown,3,4,9,18,r,Failed,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,14:01:02.2500,Discrete,KeyDown,3,4,9,18,w,Failed,T,0,1596232,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,14:01:02.4808,Discrete,KeyDown,3,4,9,18,e,Failed,T,0,2292239,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,14:01:02.4808,Discrete,Sequence Failed,3,4,9,18,NA,NA,NA,NA,0,3888471,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,14:01:02.7436,Discrete,KeyDown,3,4,9,18,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,14:01:03.0075,Discrete,KeyDown,3,4,9,18,r,Correct,R,0,2637195,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,14:01:03.1675,Discrete,KeyDown,3,4,9,18,w,Correct,W,0,1598589,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,14:01:03.3965,Discrete,KeyDown,3,4,9,18,e,Correct,E,0,2292579,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,14:01:03.3965,Discrete,Sequence Success,3,4,9,18,NA,NA,NA,NA,0,6528363,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,14:01:04.7648,Discrete,InputWindowOver,3,4,10,18,NA,NA,NA,NA,NA,1,1,0,2,Got Fish,NA,NA,
2020-05-20,14:01:27.9455,Discrete,KeyDown,3,4,10,19,r,Failed,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,14:01:28.0926,Discrete,KeyDown,3,4,10,19,w,Failed,T,0,1456216,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,14:01:28.3762,Discrete,KeyDown,3,4,10,19,e,Failed,T,0,2848489,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,14:01:28.3762,Discrete,Sequence Failed,3,4,10,19,NA,NA,NA,NA,0,4304705,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,14:01:28.5784,Discrete,KeyDown,3,4,10,19,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,14:01:28.8844,Discrete,KeyDown,3,4,10,19,r,Correct,R,0,3055436,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,14:01:29.0297,Discrete,KeyDown,3,4,10,19,w,Correct,W,0,145769,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,14:01:29.2874,Discrete,KeyDown,3,4,10,19,e,Correct,E,0,256977,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,14:01:29.2874,Discrete,Sequence Success,3,4,10,19,NA,NA,NA,NA,0,7082896,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,14:01:29.5231,Discrete,KeyDown,3,4,10,19,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,14:01:29.7931,Discrete,KeyDown,3,4,10,19,r,Correct,R,0,2710024,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,14:01:29.9184,Discrete,KeyDown,3,4,10,19,w,Correct,W,0,1249101,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,14:01:30.8421,Discrete,InputWindowOver,3,4,11,19,NA,NA,NA,NA,NA,1,1,0,2,Got Fish,NA,NA,
2020-05-20,14:01:54.3920,Discrete,KeyDown,3,5,11,20,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,14:01:54.6626,Discrete,KeyDown,3,5,11,20,r,Correct,R,0,2708741,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,14:01:54.7664,Discrete,KeyDown,3,5,11,20,w,Correct,W,0,1044292,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,14:01:55.0237,Discrete,KeyDown,3,5,11,20,e,Correct,E,0,2567034,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,14:01:55.0237,Discrete,Sequence Success,3,5,11,20,NA,NA,NA,NA,0,6320066,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,14:01:55.2112,Discrete,KeyDown,3,5,11,20,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,14:01:55.4746,Discrete,KeyDown,3,5,11,20,r,Correct,R,0,2637916,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,14:01:55.5661,Discrete,KeyDown,3,5,11,20,w,Correct,W,0,09024262,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,14:01:55.8158,Discrete,KeyDown,3,5,11,20,e,Correct,E,0,250202,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,14:01:55.8158,Discrete,Sequence Success,3,5,11,20,NA,NA,NA,NA,0,6042362,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,14:01:57.1832,Discrete,InputWindowOver,3,5,12,20,NA,NA,NA,NA,NA,2,0,1,2,Got Fish,NA,NA,
2020-05-20,14:02:20.9482,Discrete,KeyDown,3,5,12,21,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,14:02:21.2336,Discrete,KeyDown,3,5,12,21,r,Correct,R,0,2845999,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,14:02:21.3579,Discrete,KeyDown,3,5,12,21,w,Correct,W,0,1250665,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,14:02:21.5805,Discrete,KeyDown,3,5,12,21,e,Correct,E,0,2222727,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,14:02:21.5805,Discrete,Sequence Success,3,5,12,21,NA,NA,NA,NA,0,6319391,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,14:02:23.8236,Discrete,InputWindowOver,3,5,13,21,NA,NA,NA,NA,NA,1,0,0,1,Got Fish,NA,NA,
2020-05-20,14:02:44.9075,Discrete,Frustration Questionnaire,NA,NA,13,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,8,
